m,s,min_svd_list,max_svd_list,avg_time
700,220,"[0.6323356262949794, 0.6272086034316249, 0.6316400025964994, 0.6266493484851517, 0.6287521683364778, 0.6201842533118188, 0.6302525321825069, 0.6387981429534021, 0.6394658539473467, 0.6252528302495245, 0.6318417016891473, 0.6220974192032543, 0.6303131206955287, 0.6277782986245577, 0.6443949869725196, 0.6284338671338349, 0.6396615532640091, 0.6442021955494895, 0.6276549487477491, 0.6170037900720865]","[1.364849329958555, 1.3583550612446, 1.3558464105852146, 1.3617298555479649, 1.365894356907471, 1.3556465193689233, 1.3526630394546901, 1.368020321354609, 1.3580599426424689, 1.3683682693973702, 1.3627260632927574, 1.355756677777921, 1.3892826495229156, 1.3498016083721256, 1.3605008658216358, 1.3712789415352036, 1.391629974860041, 1.3742019209483272, 1.3475985567361677, 1.3771449566309226]",0.12337894439697265
700,225,"[0.6430026319849337, 0.6331596209463349, 0.6220920355808183, 0.6383457841814226, 0.6284588931104805, 0.6299391840650613, 0.6318308835597657, 0.6403581412026784, 0.6274688852923489, 0.6432663605358272, 0.6387646855890997, 0.6362216746367274, 0.610633561417367, 0.6458424576002433, 0.6232214998503955, 0.645316256280085, 0.635012841536308, 0.6341743739156775, 0.6488695170764895, 0.6344757963461746]","[1.348477920869613, 1.3477233881075863, 1.3713325038606805, 1.3713071205135752, 1.3811445138256726, 1.3728311994885494, 1.3907079904439752, 1.333691355521251, 1.3478299371117335, 1.37426201595946, 1.3748229350698031, 1.3579823785173954, 1.3655891071426531, 1.3842970485954689, 1.3443717824167796, 1.3780162262911388, 1.35779407764038, 1.3695181923510817, 1.3589221787142864, 1.3807744877613148]",0.11882203817367554
700,230,"[0.639517454399797, 0.6303862912845062, 0.642170630293551, 0.6359642894768863, 0.6350281688228453, 0.6449349293160258, 0.6312618850291528, 0.622657097260388, 0.615884004898363, 0.6282847887075996, 0.6354015395943768, 0.6344390522773707, 0.6353028275719437, 0.6256520987908963, 0.6317573909615989, 0.6391574666825705, 0.6315998514245756, 0.6347254030304337, 0.6420393315166147, 0.6268803938686965]","[1.3573220794238776, 1.360508962501464, 1.3677582297367272, 1.3536459797295224, 1.3528173809004131, 1.3563259804022076, 1.3374918268604423, 1.373674279882062, 1.3708522353767192, 1.3738903481779878, 1.3537947336712912, 1.3799666313523953, 1.3441929366642047, 1.3432440970479251, 1.3569091664652684, 1.3479794500749231, 1.3594055700713552, 1.3553790098639302, 1.3598003384732362, 1.378806785432725]",0.12281808853149415
700,235,"[0.6236746238162615, 0.6368122679407174, 0.6293324456868348, 0.6330209984492898, 0.6438499307754392, 0.634206756438347, 0.6493408374504825, 0.6355213815160307, 0.6255247202491525, 0.6436001311641919, 0.6380286312302598, 0.6365341621435244, 0.6304511680684456, 0.6212692389801949, 0.637504759316887, 0.6387751600092033, 0.6417885478174744, 0.621788339365015, 0.6248385706553531, 0.6348984405924283]","[1.3724218576502307, 1.3519460537106607, 1.3431553666174443, 1.3685955613512353, 1.3795341797584606, 1.3535187748662796, 1.3597857231565655, 1.3801052573909969, 1.3741485654160093, 1.3633342017066976, 1.355471424044452, 1.3597184804906595, 1.346038817152776, 1.3440297877575687, 1.358273718961994, 1.3518322870696924, 1.3668891242720913, 1.3736966641004744, 1.3695859548661877, 1.3678456576178142]",0.12468147277832031
700,240,"[0.6251284090962745, 0.6348059283217569, 0.6332296595752449, 0.6295318715920432, 0.6330810509279214, 0.6388171569755277, 0.6260370338171795, 0.6214577424077807, 0.6366403163852734, 0.6372594200167488, 0.6297740016104687, 0.6345950693806192, 0.6298016065260126, 0.6445207337606156, 0.6346741022289881, 0.6245065532007003, 0.63068028496255, 0.6449836354257764, 0.6360213707943049, 0.6243337559786798]","[1.3584902437859383, 1.3884458437085259, 1.3484120439078966, 1.3519695559775646, 1.3381336287949863, 1.3859809884998362, 1.377827791746749, 1.3746791234039946, 1.3544122247261678, 1.3772097437582806, 1.3447036319387389, 1.3618166587601075, 1.3609676488597993, 1.341778859834176, 1.3706578828283358, 1.3811975025285772, 1.3745309569136577, 1.3497062092534857, 1.3581990489652176, 1.344089154423922]",0.1252877116203308
700,245,"[0.6385532377534566, 0.6224549754301297, 0.6252840015606738, 0.6315625172400412, 0.6463049628537952, 0.6351409660318783, 0.6239584856384749, 0.6244703713412019, 0.6236700244904952, 0.6176439291139721, 0.6277761513371606, 0.6234334212660348, 0.6333979618382782, 0.6271714230752966, 0.639962447720819, 0.6337708067912974, 0.6250681219838644, 0.6302581610420657, 0.6385546841236998, 0.6366632163120404]","[1.3641904019213125, 1.3681682884640909, 1.3610998685611733, 1.3842945255739731, 1.378163579288187, 1.3520503290887744, 1.3688046227799548, 1.34334738519378, 1.3678837184495534, 1.3520080853748326, 1.3631952323042256, 1.356629742873104, 1.3735635285736267, 1.373763058016997, 1.347850055106309, 1.3428410156581014, 1.3745227846617638, 1.3794176363678596, 1.3627492578832252, 1.35892152823724]",0.12591423988342285
700,250,"[0.6361466364152275, 0.615218189837174, 0.6126941942537593, 0.6463539150020955, 0.6143922095236816, 0.6359973857387989, 0.6328053630015064, 0.6294311536020548, 0.6403289700268658, 0.635669102942541, 0.6370968570615728, 0.6171914881184212, 0.6541102935452753, 0.6183517148515224, 0.6226862112330562, 0.6258587707950248, 0.6322463142896629, 0.6295608075161323, 0.6248985712062133, 0.640672007950682]","[1.3747203355009636, 1.369221369231496, 1.368636042747143, 1.391107397746005, 1.3758403507579586, 1.3534537760999947, 1.3628638454198554, 1.362476909776625, 1.3607143046410033, 1.3525474302917053, 1.3575290742284039, 1.3472398191573691, 1.3623276187694595, 1.3576608128003038, 1.367915811241805, 1.3688540890033023, 1.3601437027324854, 1.3700964107105646, 1.3812320723630438, 1.3870676303585934]",0.12519317865371704
700,255,"[0.6512672749817864, 0.6498919213942729, 0.6158908920396554, 0.6305115259914642, 0.6369428466493148, 0.6380329313132278, 0.6307841335763422, 0.6215234118735505, 0.6339786752696359, 0.6332107690110026, 0.6332061997612229, 0.6166726920063431, 0.6126646149299289, 0.6421973885822134, 0.6327364725458957, 0.6390299298080946, 0.631838753832087, 0.6325339597163983, 0.642377820985583, 0.6204754337686124]","[1.3578035728308515, 1.367756558075515, 1.3588543456119067, 1.3576239649634734, 1.3480851929100042, 1.3667380368906525, 1.350152769574436, 1.359716928175017, 1.3705175847481474, 1.3739095209884775, 1.3444289400924418, 1.3621406577220192, 1.365192134458037, 1.3560516813939882, 1.363051139179539, 1.360819231310014, 1.3660408340579882, 1.356196419964528, 1.3703606806334752, 1.3789368374352327]",0.13458449840545655
700,260,"[0.6298887704693265, 0.6250134830758668, 0.6324211359422843, 0.6185311391343876, 0.6334294987125115, 0.6267072225463444, 0.6351718241274892, 0.6302198021584466, 0.6150560153222718, 0.6472063990087362, 0.6339649948163649, 0.6445529972876909, 0.6272762665802071, 0.6145331593351495, 0.62856115334767, 0.6176591868298515, 0.6376279541623876, 0.6139605934030234, 0.6419255174048597, 0.6255272222546328]","[1.3566736702833235, 1.352575382153445, 1.372010476528523, 1.371052472717238, 1.367401998320144, 1.3698039676747515, 1.3648447389784726, 1.3792143641209085, 1.3574003429526904, 1.36513932753865, 1.3756755002688537, 1.3832642146854566, 1.3608831476173744, 1.3557318280175903, 1.3645580720825563, 1.353317956871137, 1.3615689772235329, 1.369517457301458, 1.387327443188518, 1.345513233104666]",0.12642269134521483
700,265,"[0.6332377600048189, 0.6369832680591716, 0.6501106079697739, 0.6282800166412992, 0.6292877622549016, 0.6279434444509189, 0.6195527211975236, 0.6388897900919407, 0.638643919304115, 0.6377513248402756, 0.6409440684246471, 0.6318355123236468, 0.6313621375999451, 0.6396554158675255, 0.6342745771420707, 0.6236585640987159, 0.6112529305634039, 0.6382055694097163, 0.6407331172887427, 0.6275346315621837]","[1.3555845005856721, 1.3508974807948526, 1.3603953872588974, 1.3701741640942626, 1.3383896077305582, 1.3669804732615956, 1.379195409092932, 1.3469358064798682, 1.3602751302409195, 1.373614360494593, 1.3784539174944066, 1.3595620819495695, 1.3935462275838357, 1.3680963213162187, 1.3779068748368881, 1.3805953521725598, 1.3813894671948903, 1.357907877025511, 1.3567233553864477, 1.354881242965903]",0.13260077238082885
700,270,"[0.6364329637339254, 0.6317862882355691, 0.6245859693843635, 0.6256577869343772, 0.6286668050446631, 0.6379761473361066, 0.6323078407915473, 0.6351989631427805, 0.633715563847169, 0.6390839130792021, 0.6334290647960922, 0.6304968848925007, 0.6224667472146067, 0.6346311974568797, 0.6293330189385467, 0.6404829755625887, 0.6430457364778165, 0.6416859116999684, 0.6328890892693381, 0.6288722799129387]","[1.3797151751720498, 1.3632002316967227, 1.3655280390340319, 1.3459716991986705, 1.3652379454139092, 1.3810026847476566, 1.3673444791009592, 1.3753122747687487, 1.384075422593998, 1.3598622962652562, 1.3631682970608703, 1.3783119339827785, 1.3727596680751923, 1.347880510581393, 1.361840436608673, 1.366888348684132, 1.3936535560028458, 1.374038585113739, 1.3541228898174593, 1.3701608100852185]",0.1324016571044922
700,275,"[0.6292327703288659, 0.6498666093252485, 0.6461815589463128, 0.6174895709021133, 0.6226637692846339, 0.6034547649187849, 0.6200114712094312, 0.6204906948076244, 0.638182686081984, 0.6169201380675327, 0.6204053064051488, 0.645139140533466, 0.6410727755640354, 0.6383892986490116, 0.6415081943766728, 0.6311830824456769, 0.6269852835820713, 0.6301213018364172, 0.6287969794067594, 0.6431313771140501]","[1.3556494725608297, 1.3660312758171438, 1.3808967859282537, 1.3577781247605365, 1.3647374428068615, 1.3902799697592552, 1.3807379735985281, 1.3456997365184087, 1.356694575182234, 1.3764784804067944, 1.374756403822391, 1.366724259509438, 1.3531620564244222, 1.3697163489879938, 1.3719175607567689, 1.3684845992818104, 1.3406437060302048, 1.369047305324972, 1.3782015287952578, 1.3671134692846767]",0.1324620485305786
700,280,"[0.6264154971976625, 0.6293860760893204, 0.6200903406255632, 0.6349206936485893, 0.6207899073216357, 0.6401307846216336, 0.6160375245990397, 0.6477324245537802, 0.63458796669221, 0.6304793048155901, 0.6309183514840212, 0.6208141668183994, 0.6382164823050219, 0.6299055907211393, 0.6322643906665539, 0.6346487986501943, 0.6341725813584371, 0.6293056484895116, 0.6200355885733404, 0.6289403703528306]","[1.399793729492184, 1.3546092357761574, 1.3539601346267693, 1.3705129897816763, 1.3744267125686038, 1.3495016019179944, 1.3610829393537718, 1.3763267170346314, 1.3631617914225844, 1.3839202213770188, 1.3624129008197323, 1.3596804628009225, 1.3605098711963155, 1.359518762817389, 1.3820516075794327, 1.3504993630303588, 1.3784004251123465, 1.3621874871178792, 1.3611566863559608, 1.3548767428284902]",0.13029816150665283
700,285,"[0.6339438794026906, 0.6112820372614415, 0.621836653013625, 0.6404697632761367, 0.6432211169903537, 0.6467962402757576, 0.6331657339760458, 0.6353424657189999, 0.634606065571507, 0.6233106979445566, 0.643177802220014, 0.6514741842254018, 0.6223236201251715, 0.6211202808865791, 0.632884789090302, 0.6538983297880836, 0.6286258071383439, 0.6280921767091979, 0.6312656636371771, 0.6183924515832623]","[1.3442261812094676, 1.352284140727895, 1.3719516562101113, 1.3875162373551555, 1.3754179559089528, 1.380305117778347, 1.3677004750337993, 1.3454547221460214, 1.3621921543646311, 1.3801740692722053, 1.3641440993019625, 1.3559916097596774, 1.3572317506990088, 1.3844409598247431, 1.3613023946080305, 1.3629568910352652, 1.3641546941867768, 1.3640362741418481, 1.350910767301838, 1.349039283561232]",0.13660378456115724
700,290,"[0.6433448221402358, 0.6434984465103164, 0.638582616195222, 0.6315853738918897, 0.6289143685914664, 0.6197513585446046, 0.6442868700779221, 0.6280076040851543, 0.6306789270817788, 0.6351144630333723, 0.6433068304813672, 0.6336048763289631, 0.6428727453135451, 0.6364744083011156, 0.6245375307483195, 0.6310766478425845, 0.6152863120111808, 0.6374964978342887, 0.6301936911893063, 0.6392896198405137]","[1.3592113018626892, 1.346620470113861, 1.340404590281291, 1.3383968429421305, 1.3697696507261616, 1.3716627768545282, 1.3916725808871349, 1.3497181172575228, 1.381346392471104, 1.3565300603812418, 1.3628341335109533, 1.355578199682281, 1.3726301307228206, 1.3628334903277255, 1.3499380152067557, 1.382775618192411, 1.3657753389720635, 1.4112541354020958, 1.364578575859902, 1.3715129163029174]",0.13420802354812622
700,295,"[0.6247142256481117, 0.6335153733730319, 0.6178656102755697, 0.6363006056488227, 0.6290284394187998, 0.6277641246959423, 0.6531931691278899, 0.6413886481116879, 0.6143166750973648, 0.6270038403704358, 0.6242345612175533, 0.634745721954717, 0.6170502718961893, 0.6256977341961742, 0.6348356615149598, 0.6322502916202182, 0.6257092422449128, 0.6294279458990754, 0.623479528644886, 0.6291880129095154]","[1.3559648878644261, 1.3513165010528116, 1.372447637209168, 1.3433194487935398, 1.3509571649226635, 1.362249217294407, 1.350026269966744, 1.3758681137579332, 1.3526139069934933, 1.3626185898481642, 1.345186235984839, 1.3579687063604413, 1.3587884744109913, 1.355140697237344, 1.3650304125807242, 1.3658813713245725, 1.4042188659612838, 1.3549880056024888, 1.3513177352471801, 1.3670470081475146]",0.13332438468933105
700,300,"[0.6261738111898937, 0.626621876231106, 0.6232694152776793, 0.6452525528771056, 0.6182446195855055, 0.6362458945635698, 0.6341244941097617, 0.6408796937313775, 0.6403555980736265, 0.6366485254728526, 0.6462993048927497, 0.6217540901714445, 0.6421291023294728, 0.638282964485338, 0.629297115138323, 0.6307653721276909, 0.6187043780111156, 0.6335568399103939, 0.6510035330907314, 0.6167476131320215]","[1.3511979723198584, 1.3950147775101176, 1.3562528188361533, 1.369621502244496, 1.3569556131502525, 1.3578651655900098, 1.3568335378089365, 1.3580764984257008, 1.3659171324625268, 1.3569051105507375, 1.3515451354282386, 1.3727212632065129, 1.3572487944564957, 1.3759890964766233, 1.3710106292617885, 1.3761470209886308, 1.377491137035598, 1.369943703238301, 1.3579110455579193, 1.3564249620639244]",0.14093563556671143
700,305,"[0.6276925542600873, 0.6246092901762749, 0.6358764453580932, 0.6321502115777573, 0.6157180532646835, 0.6185788727791685, 0.6421870573693805, 0.63439747453865, 0.6249942057698596, 0.6298936884673192, 0.6489671043037041, 0.6369501545664477, 0.6170314406534381, 0.628255573115293, 0.6176224697598622, 0.6286099898832261, 0.6455225043409694, 0.6427386255388506, 0.6305092183248893, 0.6331103086057843]","[1.359880119998745, 1.3711562642215698, 1.3488362098093813, 1.3646738741167166, 1.3712893616743593, 1.369988775132991, 1.3575915883500551, 1.3594054146192398, 1.3934192112913735, 1.378303929546852, 1.3874538586047949, 1.3528646590009445, 1.35029937607949, 1.363093438453255, 1.363012727792316, 1.347462234784699, 1.381659679189974, 1.3616822330689644, 1.3720980728261292, 1.3502460569040007]",0.13722554445266724
700,310,"[0.6323733252421194, 0.6286410865425581, 0.625601456328228, 0.645601763370104, 0.6165521517162906, 0.6174708646418626, 0.6264523774230613, 0.6286020517274257, 0.6405881187395325, 0.6274587859380554, 0.6315065352052166, 0.6307616133213844, 0.6267945149933201, 0.626661098815369, 0.630400254435663, 0.6247933263920975, 0.6395881588931716, 0.6306509896667345, 0.6287457561304665, 0.6256799913374027]","[1.3392771477317647, 1.3496806709456133, 1.3621845026267165, 1.35734267526778, 1.3707854915076123, 1.3678024420054915, 1.3539413752345018, 1.3749818478241942, 1.3605310595763551, 1.3663042973474655, 1.360769984904094, 1.3567153729897308, 1.3627819749154202, 1.354799713088611, 1.3680281402267855, 1.3630895436350692, 1.3634241139213676, 1.3639718434632584, 1.35737742030253, 1.3667616156776174]",0.14018495082855226
700,315,"[0.6266510266970088, 0.6264840691256008, 0.6428829395372386, 0.6380919696740185, 0.6225390391756022, 0.6217264587396997, 0.6226085048534566, 0.6380722777508965, 0.5929009779164703, 0.6150794705635076, 0.6179442290121634, 0.6243012538116538, 0.6263484132323581, 0.6282680194208632, 0.607497785215703, 0.6248005941316714, 0.6313498133213572, 0.6442601222917133, 0.635638900107637, 0.6293933662997508]","[1.3611072425877409, 1.3572719959154862, 1.3598709866498713, 1.3861250694133973, 1.3534119083868932, 1.362367571143657, 1.3614967482620195, 1.3706864099743803, 1.343306622322649, 1.385931289649485, 1.3549905090326377, 1.3727425911497857, 1.356409359152153, 1.3597391462661468, 1.3634679579189297, 1.382305099070916, 1.370175472811221, 1.357163647912378, 1.3816796271258736, 1.3813830256664335]",0.1383459210395813
700,320,"[0.6367200174880463, 0.6069863237158468, 0.639184844307849, 0.6409951902443047, 0.627850476287959, 0.627372039403672, 0.6357282204665234, 0.6199705417174088, 0.6294914288287843, 0.6320449425645368, 0.6531416638213092, 0.6246172726689228, 0.6459470783913394, 0.649128105844424, 0.6283886847520307, 0.6195657004134293, 0.6193379300361375, 0.6080189756978659, 0.6297897295464248, 0.6282380705875289]","[1.3592300435195739, 1.3502290895958922, 1.3486792237103353, 1.3797426886424085, 1.3718666425199817, 1.366549634059214, 1.379022862590664, 1.3604247882800524, 1.3829600356574987, 1.3499849120130458, 1.3630498510229734, 1.3801507237489357, 1.3494507154779516, 1.3718194702734279, 1.3784269367248347, 1.3682379442014059, 1.3439727169462863, 1.3584954529887359, 1.348029727011796, 1.3640312053326429]",0.14513661861419677
