m,MSE,Sparsity,Min_SVD,Max_SVD
2000,0.01032984767995334,2,76.96750976447068,123.32228196663775
2000,0.010487021059869654,4,75.14368885423958,124.4519202662071
2000,0.010289362572255292,6,77.09817733151485,124.64495347756434
2000,0.010400119178322228,8,76.55834960746985,125.82010395739547
2000,0.010414121887185412,10,77.1927587769937,123.52833329658905
2000,0.01045118640688157,12,76.76537047506362,123.00855961195377
2000,0.010358176836775885,14,77.06187719784926,124.54549180217664
2000,0.010471808490201209,16,77.70862098619709,123.5022860323879
2000,0.010403841301002576,18,76.80052870236764,123.86520683300698
2000,0.01044375494256773,20,77.0367079299222,124.22903722848946
2000,0.01030960153508522,22,77.0556865200449,124.07050541407513
2000,0.010383068797162658,24,75.59202762827849,125.501626889689
2000,0.010379372698841835,26,75.74524350322427,124.88363620415942
2000,0.010315512346535933,28,77.13617124995649,123.38503008452041
2000,0.010312412564740647,30,77.224752473214,124.11314232623404
2000,0.01043719835467911,32,76.22358757388045,123.11601435243087
2000,0.01042957129797911,34,78.24492482857171,125.36143154942037
2000,0.0103890074815244,36,76.38771182069951,124.59661825828871
2000,0.010416135963235018,38,76.93923477988623,124.32701485076177
2000,0.01043178303515149,40,76.84675781380369,125.9238880447998
2000,0.010270350417528764,42,76.90560178510917,124.74191296441103
2000,0.010378885664191893,44,76.42236824650384,124.24303723261184
2000,0.010476689515303471,46,75.97876183710348,123.12663103153483
2000,0.010444834408752096,48,77.09266217762249,123.75198233576143
2000,0.010354032934956434,50,77.33416185384108,124.16586039145459
2000,0.010448322587815346,52,76.9128093261322,124.09736109728648
2000,0.010425855108220384,54,76.36584636920949,123.7976351849281
2000,0.010403854325764468,56,77.27544628410133,126.32334987591487
2000,0.010479470042845444,58,76.600891676185,123.11094263475117
2000,0.010456959620506232,60,77.85864580976742,123.22713163078798
2000,0.010383954943593617,62,76.72401767403286,124.14234671150938
2000,0.010310066310267785,64,77.34175428327403,124.42205601823427
2000,0.010352520862492094,66,76.50216985303759,123.5607303224398
2000,0.010358765919099646,68,75.89408414413286,124.56710676820265
2000,0.010543886806642167,70,75.91581846159889,124.24079779443142
2000,0.010462609247470459,72,77.07969417605999,123.42595624158459
2000,0.010310129871920629,74,76.7068460604309,124.16313283173763
2000,0.01042993284924803,76,76.68528551142039,123.91021918537547
2000,0.01028011283103093,78,77.32129145555183,124.59340601064365
2000,0.01043239177008896,80,76.2254091054248,123.90320737500087
2000,0.010460401740431445,82,76.08577591585315,125.42933204489395
2000,0.0105569035138239,84,77.31665390993228,124.30342500686044
2000,0.010577375573397314,86,76.6259688309315,122.96581780168097
2000,0.010346419342211118,88,76.73197570462311,124.91427024801014
2000,0.010449562078978706,90,76.04186802465877,123.09871937386079
2000,0.01032521613893627,92,76.44810641438434,123.73206825468965
2000,0.010518514763989517,94,76.85611780681965,124.42980922037142
2000,0.010500949005286123,96,76.42871861998292,126.9683882173373
2000,0.010451322332213717,98,76.1549824787309,123.61074665291643
2000,0.010419357009307668,100,77.71941251882279,125.4452462464637
2000,0.010444590037813293,102,77.48661622685516,123.60555615327107
2000,0.010367289834522248,104,76.470323834003,122.9172351503432
