m,s,min_svd_list,max_svd_list,avg_time,avg_min_svd,avg_max_svd,max_min_ratio
1650,955,"[0.9248247203432717, 0.928582914404492, 0.9314894427063599, 0.9370241994122627, 0.9374861043690913, 0.9303976417952015, 0.9421400693795958, 0.9304433788006737, 0.9463858088525051, 0.9345810108572444, 0.928215817044572, 0.9440391756022879, 0.9162343033944218, 0.9327327284214766, 0.9348839109190682, 0.9350359593457628, 0.9445736823075055, 0.9405919625994478, 0.939412158465897, 0.9240799878804551]","[1.0594920273013781, 1.071533377609061, 1.0497632428492036, 1.0636575815941278, 1.0727178185310053, 1.0649004506304425, 1.0769030833650641, 1.0535399346165588, 1.0482614027071349, 1.0702804368089436, 1.0888919446386507, 1.0784803607190208, 1.0634587125257946, 1.051308915250775, 1.0653489723738272, 1.0632536327122035, 1.0720605365430371, 1.0821452060892323, 1.050676536058956, 1.0865327925528934]",0.47252262830734254,0.9341577488450795,1.0666603482738657,1.1418417816397735
1650,1005,"[0.9242613918826319, 0.9376657286881064, 0.9333629103754816, 0.9368577417912016, 0.9315931125294051, 0.9266109368774254, 0.9305959514173016, 0.9337657697096798, 0.9434671369919354, 0.948668352070593, 0.938491233999586, 0.9383998927819475, 0.9318173743772593, 0.9270134361284149, 0.9318229516374501, 0.929996502327733, 0.9216213783657351, 0.9269162839144536, 0.9443617214633324, 0.936458751429671]","[1.0861959045759968, 1.0716012720510506, 1.0505028689964486, 1.0515725622363592, 1.0770382962843792, 1.0568894348053606, 1.0809975252481847, 1.063673554755746, 1.058905942782853, 1.0641234103436974, 1.1048519783097592, 1.0540473867873426, 1.0619439133586692, 1.0678522223638252, 1.0631318353750794, 1.069130054530749, 1.0715576242521954, 1.044899278701426, 1.0628450646171606, 1.065660762947712]",0.5116326570510864,0.9336874279379673,1.0663710446661998,1.1421071043242619
1650,1055,"[0.9355501349540007, 0.9422343518164041, 0.9230382088742932, 0.9546377159965093, 0.9316566623107005, 0.9414679831754346, 0.9399780509252115, 0.9382387081478862, 0.9158893541032525, 0.9496654018691227, 0.9305682169610536, 0.9355693769961441, 0.9314598384842372, 0.9235377609132258, 0.9412024650939829, 0.9439942039540178, 0.9292326391743195, 0.9514516336694356, 0.9371504715875334, 0.9333924771352297]","[1.0649812354904955, 1.0567452091919736, 1.060090702602643, 1.0821094840548846, 1.0611611056950638, 1.0686924174333354, 1.0630084105570752, 1.0788323949865861, 1.0683576197208107, 1.0578162335769936, 1.0554448006531683, 1.076086817345351, 1.073069261858212, 1.0651031879230641, 1.0540523502852501, 1.0754428987858577, 1.054296936342568, 1.0601771353538592, 1.0676202979097864, 1.063714261655916]",0.5298509716987609,0.9364957828070997,1.065340138071145,1.1375813512772484
1650,1105,"[0.9403480094758806, 0.9298878362515702, 0.9195681185854337, 0.9521246453870811, 0.9419049575546172, 0.9261611708633531, 0.9311629603744422, 0.9430155997538326, 0.9324266008031382, 0.9369736288363549, 0.9248451436880939, 0.9480151884005381, 0.9165934466700019, 0.9374403637989076, 0.9269300156361757, 0.9414816286113515, 0.9137842080436653, 0.9480406958905735, 0.9421299910871003, 0.9257666283664234]","[1.0744990571533113, 1.082224535287951, 1.049058044072487, 1.0646432516264397, 1.055954582382177, 1.048395586749038, 1.0759224217135943, 1.0655615423146676, 1.0651940697001596, 1.0640400882611698, 1.0512383248349384, 1.0644962992494256, 1.0611954932528698, 1.0831031328317522, 1.0475730494479416, 1.0606864789602302, 1.0512169718167508, 1.0572485228175499, 1.0693637457773746, 1.0446378400055834]",0.5335310816764831,0.9339300419039269,1.0618126519127704,1.1369295389065113
1650,1155,"[0.9516645480942547, 0.9207315399584803, 0.9430284066579003, 0.9223651414562065, 0.9437483143097792, 0.9457069957272303, 0.9452521354019381, 0.9350967213511622, 0.9334632819747803, 0.9312132587218779, 0.909131361990443, 0.9374197676723057, 0.9411485169876225, 0.9400376419939616, 0.93515860888292, 0.941170853093974, 0.9414902258291395, 0.9447244305038116, 0.9421574119288467, 0.9347891915916517]","[1.0526061864830274, 1.0697880306219245, 1.0632798800422596, 1.0729531908274148, 1.0539124762166583, 1.0678010663725628, 1.061690235727215, 1.0636085445367365, 1.066991077593576, 1.047124541900404, 1.05994979856523, 1.0628259704244862, 1.074854100568718, 1.0623509996345786, 1.0719299241371179, 1.0686197491035376, 1.0563729506893937, 1.0774807639103148, 1.0578172121832645, 1.0622755764261853]",0.548332154750824,0.9369749177064144,1.0637116137982303,1.135261567515649
1650,1205,"[0.9343105308700946, 0.9256676613425927, 0.9275739606927728, 0.9363657928366833, 0.9519916527714009, 0.933205744823936, 0.9429671660960784, 0.9536026176133346, 0.9335416555048888, 0.9498416999566563, 0.9315271936018897, 0.9340457271802196, 0.9415464888140733, 0.9486884968915453, 0.9443892014643411, 0.9426361403798091, 0.935557301548587, 0.9285305394999277, 0.938278478160126, 0.9301026643919053]","[1.0697045839348513, 1.0853836443189877, 1.0615220086892043, 1.0539102146195056, 1.0654056598649424, 1.0589332078427003, 1.071671730414121, 1.0553700250131732, 1.0744529360189496, 1.0687197445360086, 1.0571845766362185, 1.089197958627075, 1.0576145628234324, 1.0636008909140826, 1.050608659806808, 1.070917454690163, 1.073271708325683, 1.064382952475473, 1.0664033995415845, 1.056443628355926]",0.5699973821640014,0.9382185357220433,1.0657349773724447,1.1359133685759748
1650,1255,"[0.9483647327413884, 0.9326925139062194, 0.9414624351230544, 0.9330133530725288, 0.9182519382777653, 0.9191641467626613, 0.9410842529009154, 0.9434900246264175, 0.9466690707447883, 0.9253861180385949, 0.9250949327692617, 0.92752982037029, 0.9352342914720052, 0.9320500707865957, 0.9248763203393734, 0.9341781261405124, 0.9531634637917896, 0.9364264303292162, 0.9254089881140276, 0.9491256477821489]","[1.057757672685972, 1.06932192422233, 1.0836536310637743, 1.071808205381165, 1.0610668710935551, 1.0736451828910394, 1.0470514870228413, 1.0723852399832634, 1.050218259125322, 1.0657776554456946, 1.0753267521254035, 1.0672209651336262, 1.0598667717586752, 1.066750782282472, 1.044562482794611, 1.0693328198558687, 1.0713808802842693, 1.062304010992582, 1.0611050406149751, 1.0600618527394496]",0.5906967520713806,0.9346333339044778,1.0645299243748445,1.1389813371279165
1650,1305,"[0.9299840392804397, 0.954920386251738, 0.9237666855426796, 0.9424821711930624, 0.9052455035723013, 0.9410370089615918, 0.9361750033599179, 0.9165142030601825, 0.9307302052730635, 0.9304473994192727, 0.9361436000885351, 0.9199028633887997, 0.9292605174127649, 0.9172880901241154, 0.9433149443884882, 0.926122517918906, 0.9381797726275161, 0.9268293495811742, 0.9264874277387961, 0.9352992406046824]","[1.0771638248836284, 1.0648683914468768, 1.0603989175311879, 1.0521596979891201, 1.060684514787804, 1.0477013432699962, 1.0680109807068991, 1.0630830859529246, 1.0484629723553112, 1.0586879175772674, 1.0647357231618972, 1.0566696190290736, 1.050714618459564, 1.0675215694129023, 1.0572924501811614, 1.0650343036757506, 1.0625343301698518, 1.0745684686434438, 1.064663805388504, 1.0673733495676083]",0.6072307467460633,0.9305065464894012,1.0616164942095387,1.1409016929701212
1650,1355,"[0.9275739955433951, 0.943062762066187, 0.9333132112685005, 0.9332092423989197, 0.942728493957359, 0.9385577910912412, 0.9451018449122804, 0.928278085082191, 0.949337684372336, 0.9270887506434595, 0.9493470126874552, 0.9467921816968425, 0.9489560556287023, 0.9394904030179093, 0.9471313142931421, 0.9424195399295199, 0.9369839245725967, 0.927380481198396, 0.9336093589953524, 0.9147229284609296]","[1.0564603186775936, 1.0678558931832658, 1.0580911612245159, 1.0623182827834454, 1.0627407793678765, 1.0594832770052542, 1.0762934540377835, 1.0452592357369248, 1.059199521448314, 1.061973049645596, 1.051416926310248, 1.0571866834463328, 1.0685027408498735, 1.0641539327027085, 1.0591137144544602, 1.0560813015257682, 1.0706960663684868, 1.0590213323108701, 1.0615786917355394, 1.097065593239778]",0.626239013671875,0.9377542530908356,1.0627245978027318,1.1332655589670686
1650,1405,"[0.9415864309534273, 0.9316940547905948, 0.9413471715698398, 0.9362391357740746, 0.9335944786362169, 0.9405259606427956, 0.9496947059233815, 0.9126142695588434, 0.9201012441838685, 0.9313659008392058, 0.9344292141478335, 0.9373882693273554, 0.9515900305818996, 0.9201373140688626, 0.9316959549739295, 0.9397672295666111, 0.914731996144658, 0.9303889471926581, 0.9439967239558029, 0.945212442805157]","[1.0611362475841022, 1.0529688322182085, 1.0653667475586772, 1.0608683693033512, 1.070460181164579, 1.0524783719740496, 1.074999236584847, 1.040904615723828, 1.0662866885667575, 1.070659610872959, 1.0677251281347497, 1.063650734607053, 1.0622184135760726, 1.0580774107034867, 1.0518354364513407, 1.0591666868755572, 1.0558009810179299, 1.0390829065590648, 1.0640339874107398, 1.0485980238467647]",0.6391870021820069,0.9344050737818508,1.059315930536706,1.1336795574635516
1650,1455,"[0.9244912190700199, 0.9254215585034519, 0.9198788199257438, 0.9354333682792604, 0.9560778902421605, 0.9355446190807098, 0.9386488968718852, 0.9473582499520605, 0.9548748291764664, 0.9329190413659797, 0.9561217253212683, 0.9386255828240299, 0.9406838670143156, 0.9209459535047348, 0.9365110423970268, 0.9396185433752386, 0.9481269206961339, 0.9189923294308168, 0.9447902249644409, 0.9259706990735136]","[1.049704382751839, 1.0606622051157508, 1.0657773125877616, 1.0615527524522406, 1.063118204287127, 1.0575070183982143, 1.0549636756554936, 1.0677761988858536, 1.06110557550006, 1.078366445125756, 1.0658811218002417, 1.0741058059732054, 1.0672346079637425, 1.0741274675216161, 1.0650798682865552, 1.063645774569686, 1.0725340906886913, 1.0593408549035608, 1.056140555154574, 1.0421640763638929]",0.6666519165039062,0.9370517690534628,1.063039399699293,1.1344510888369521
1650,1505,"[0.9352165496306714, 0.9363247736321, 0.932099599828502, 0.939631061943945, 0.939657235439241, 0.9132982462673592, 0.937894041305839, 0.9461537487545078, 0.9545774586907191, 0.9507002906710214, 0.940922541708732, 0.9230441889977444, 0.9352373019342526, 0.9378397949771821, 0.9152988073737354, 0.9405207658377517, 0.9360187215635014, 0.9185054631996087, 0.9412790575828496, 0.9270858593190765]","[1.0521839903200392, 1.0594980113903758, 1.0370145407773221, 1.0622681739381994, 1.0622527179416643, 1.0680149813513582, 1.0716266634324294, 1.0739562905386784, 1.0637404938008117, 1.0700149114589947, 1.084731383974815, 1.0680901466773038, 1.056716991149569, 1.0456850770262265, 1.072190967473325, 1.0580390076721093, 1.0726765786750925, 1.0649950195628406, 1.0696071777178635, 1.0992376282301224]",0.6892630457878113,0.9350652754329172,1.065627037655457,1.1396285004403488
1650,1555,"[0.9350401821696569, 0.9344666428137953, 0.9314952930751343, 0.9245456268066109, 0.9394396638296489, 0.9295929854761694, 0.9207060778168341, 0.9312795455751781, 0.9362498309737076, 0.9341336890768225, 0.9294262825039173, 0.9166359063135842, 0.9348566492338346, 0.9329164011326004, 0.9281350860783671, 0.9448183308667315, 0.927736096337225, 0.9630135104556574, 0.9445890239280731, 0.9309011809489555]","[1.0652930579754494, 1.0766410235658126, 1.0787822937571439, 1.0636860625325837, 1.069424502398798, 1.0551857901469286, 1.0467831344976222, 1.0711022408782231, 1.0797733014290478, 1.0691648188017278, 1.054363724757249, 1.0430648500662079, 1.088229505804309, 1.046381032041296, 1.0599422379145715, 1.0746177373915755, 1.0737192523311752, 1.0719190855515732, 1.050518471542885, 1.0689731076245292]",0.7299000144004821,0.9334989002706253,1.0653782615504355,1.141274254572317
1650,1605,"[0.9373623531990463, 0.934178870968052, 0.9469186194291845, 0.9248062446640949, 0.9351261489661054, 0.93384113619817, 0.9325757194595736, 0.9327754055125859, 0.9417113456140421, 0.9168187578393381, 0.9290158385492134, 0.9287051177228336, 0.9287570035821446, 0.9415551383465062, 0.9331865786688919, 0.9314339576485806, 0.9283705151018162, 0.9453893210785014, 0.9433793437007766, 0.9516640594693342]","[1.0617783281704767, 1.0789648204652855, 1.0575158164663714, 1.0652565343712785, 1.0577629593927287, 1.0610723247690153, 1.0804218894502147, 1.060479061905968, 1.0650501254775773, 1.0860228642920418, 1.045215397846166, 1.0533171491821935, 1.0638685432988335, 1.0611674238128193, 1.034899975764135, 1.0574619110704553, 1.0708559339657315, 1.0692531603051827, 1.0702570149764665, 1.05563621370751]",0.7124171257019043,0.9348785737859396,1.0628128724345225,1.1368458987464998
1700,5,"[0.9392326817111079, 0.9394097512029731, 0.9306010085276063, 0.9336183404757714, 0.9314309359261236, 0.914915017952615, 0.9248591134660231, 0.9338970038194978, 0.9360762516350641, 0.9389896131937141, 0.938737002816668, 0.9343861821522251, 0.9121318087083984, 0.8997089278614521, 0.9343709654886558, 0.9325995907435685, 0.9434454417419067, 0.9320061416099158, 0.9128423966203727, 0.925067049475908]","[1.0861233417831533, 1.0538681276872406, 1.0680914483228647, 1.0501565080132234, 1.0643760077523194, 1.034793621559294, 1.0730398980064813, 1.0687405418589762, 1.0455393018079282, 1.0644005115125523, 1.0677659085849456, 1.070801085756978, 1.0644881633744316, 1.069610029476902, 1.0701227049147037, 1.0692786600934279, 1.0581903843809108, 1.0785746685078503, 1.0876677059946003, 1.0657882759651311]",0.11609411239624023,0.9294162612564782,1.0655708447676957,1.1464947292047054
1700,55,"[0.940145598360098, 0.9360574334791558, 0.9427079331949613, 0.9478095399871632, 0.9317538929198047, 0.9461143206306608, 0.9277578425694227, 0.9565299290166351, 0.9477650810462154, 0.943163042384683, 0.9317641104877448, 0.916869026637885, 0.9436786216870028, 0.9393533266764952, 0.9292717971738638, 0.9444864354976854, 0.9293797503961775, 0.933464465086462, 0.9504199447359871, 0.9309230438738376]","[1.0664269392526813, 1.0530512251091553, 1.069292056839878, 1.0522594357734445, 1.0768837424006734, 1.0797553205768775, 1.067641404098402, 1.0598919465099796, 1.0581213401330316, 1.0555701914924833, 1.064092445758023, 1.0714065913855886, 1.0720077065029296, 1.0741976887922962, 1.0477390405928972, 1.06700229602206, 1.06783764892716, 1.069771092899122, 1.0564155016849077, 1.0533527647494125]",0.14309051036834716,0.9384707567920969,1.0641358189750503,1.1339040788148846
1700,105,"[0.931167281150241, 0.9307840050335697, 0.9416773289415934, 0.9446681135219474, 0.9292457645474144, 0.9369591735608955, 0.942633020086647, 0.9296813897220637, 0.9376571207980661, 0.9443574163014636, 0.9343904775552668, 0.9431461734378546, 0.9319933999401304, 0.9298691782794798, 0.932557147089038, 0.9474213436636284, 0.9400279820924388, 0.9241584047375421, 0.9384112626008195, 0.9297222786183301]","[1.0529245912571383, 1.0611976515064396, 1.0885093713397775, 1.055385641740827, 1.0652162315520084, 1.0687353365952763, 1.0659659508572117, 1.0534770239766342, 1.0530984911238948, 1.0749634769145884, 1.049865166821717, 1.0650099706670408, 1.052988572064749, 1.0369062046825164, 1.0536246515281678, 1.061894911821284, 1.0672504249046273, 1.0614854839872214, 1.052831171341737, 1.0451336134093614]",0.17425911426544188,0.9360264130839215,1.059323196904611,1.1317236160189799
1700,155,"[0.9373021330037778, 0.9254479447606906, 0.9251078372515944, 0.9335244367457768, 0.9394220995187287, 0.9329441682298415, 0.9466806789001605, 0.9328911087096129, 0.9521993314428051, 0.9461443821715299, 0.9436070658991013, 0.9320247949628389, 0.9322837945350302, 0.929018245768618, 0.9341519827538217, 0.9439633056653499, 0.925467123329668, 0.9533403743826401, 0.9529128916569184, 0.9258528423890076]","[1.0832051974330816, 1.0547919926257547, 1.0533217947957756, 1.0680596868351262, 1.0711385079460494, 1.0706494929909018, 1.0745726285533928, 1.056529206560221, 1.0608442459877985, 1.0628986726652523, 1.072389482379053, 1.0565351632522462, 1.0718123148592023, 1.0588607185531458, 1.0578026553174917, 1.0493664655272057, 1.0578015961349798, 1.0604811849525397, 1.0859483814917938, 1.058813126240025]",0.18497833013534545,0.9372143271038758,1.064291125755052,1.1355899018785398
1700,205,"[0.9336608433770182, 0.9374688342706172, 0.9167876117431254, 0.9071032652051318, 0.9496398066058179, 0.9263647932982422, 0.9245438205227885, 0.9325314920128891, 0.9330102911636681, 0.9374549873139602, 0.9240983119663175, 0.9302719837213164, 0.9278365734001791, 0.9428997966421867, 0.9264160086819824, 0.9133135210389053, 0.9404275383649258, 0.93587159155508, 0.925916350677938, 0.9265665743189586]","[1.0581316915910144, 1.0581467025135454, 1.0634701751203524, 1.0652992352102442, 1.050556739576413, 1.0578837745954885, 1.0825033501005037, 1.0882632181146512, 1.0576674146664506, 1.0413819623584135, 1.0676387008063004, 1.0549417432140376, 1.0521526354087811, 1.098531718139522, 1.0807194104218298, 1.0585870647439433, 1.0757192738433425, 1.0835098694078475, 1.0519492067150373, 1.067824008485375]",0.20416593551635742,0.9296091997940523,1.0657438947516549,1.1464429299836556
1700,255,"[0.913741844839861, 0.9468912593321961, 0.9434972311744744, 0.9212092278651012, 0.9217170900036212, 0.9485637737972352, 0.9301377924318928, 0.9330739430330758, 0.9302514916623412, 0.9363578300120565, 0.9432854922651709, 0.9265683347829197, 0.9481398859257587, 0.9435034996659545, 0.9471924770618698, 0.9506194322499809, 0.9384227480520626, 0.9304361897279114, 0.9322532427162685, 0.9401824804029114]","[1.058049063669326, 1.0812087290479508, 1.0380043938207013, 1.067334805928325, 1.0708960116922226, 1.0887207349195436, 1.061373261835873, 1.0815398359141986, 1.0633592014371165, 1.0470781842572034, 1.0968097724845844, 1.0510243556760532, 1.065496509074939, 1.0606491516381682, 1.062371677247352, 1.066639573976998, 1.080413711529716, 1.0741586730752766, 1.0654891230136216, 1.1072065586826132]",0.21750766038894653,0.936302263350133,1.069391166446089,1.1421430966318051
1700,305,"[0.9374749128450686, 0.9257578344204049, 0.935572414216293, 0.9150778299794314, 0.9207621688231253, 0.954396671565776, 0.9346524135670835, 0.9328060551629053, 0.9131263064523529, 0.926739121346358, 0.9290680991772484, 0.9251829167015804, 0.9576181595379414, 0.9243004949403422, 0.94239584250133, 0.925519762888207, 0.9488491838059288, 0.9218301187217908, 0.9213263511339524, 0.9236602889090135]","[1.0645358850613726, 1.0772354393713193, 1.0612088644536954, 1.0614634506040435, 1.0652722775945482, 1.0576685810405346, 1.0695452436410637, 1.0581759255888783, 1.040784774927827, 1.0571224335255425, 1.050522477021565, 1.0699920273163877, 1.0842572210973636, 1.0578598137920532, 1.0659254619929819, 1.0713293610538213, 1.0599001702107034, 1.065033406114774, 1.0732067226779827, 1.0850262268906277]",0.23420679569244385,0.9308058473348065,1.0648032881988543,1.1439585293192185
1700,355,"[0.9416480237134518, 0.9337701190766661, 0.9333101594991161, 0.9092702562233509, 0.9407363210021158, 0.9223492582952442, 0.919276831437703, 0.9199502337937334, 0.929626794683075, 0.9511207761351823, 0.9383258623362764, 0.9334774198101174, 0.9430477573892496, 0.9171857893698663, 0.9202070158506969, 0.9279182118595908, 0.9310472853106038, 0.9404856148981854, 0.923287360482162, 0.9328082389178869]","[1.0498423515662954, 1.062337983510703, 1.0640553386481182, 1.0593303106298422, 1.0603689443799813, 1.0619686169882705, 1.077337846237834, 1.0514615458828942, 1.0626069830715048, 1.0779924156989524, 1.0521851818926895, 1.0619001912325365, 1.0675896500170174, 1.0697212744267008, 1.0691414617054018, 1.0968774892820132, 1.054741018724638, 1.0442419317026226, 1.0694945156652493, 1.0645417631672802]",0.2549456000328064,0.9304424665042136,1.0638868407215272,1.1434203392700684
1700,405,"[0.9371463969710325, 0.9216812565481152, 0.9479819578299933, 0.9373687865772055, 0.9322680545110282, 0.9351954826902408, 0.9307011655140858, 0.9438249582076098, 0.927077128175199, 0.9189671197494625, 0.9283837101270084, 0.9243423524961907, 0.9488491216595121, 0.9309573234493594, 0.947057398945938, 0.9392262110042805, 0.917905188646415, 0.9530475814403815, 0.922295566179014, 0.9444331988071314]","[1.0800854027503854, 1.0886369728889664, 1.0504855836111748, 1.0626933262421714, 1.0812034352764042, 1.0644251571667123, 1.047976669930596, 1.0762537146057836, 1.0799179561522319, 1.072787438808, 1.062570467029116, 1.0700266037828479, 1.0504318564373731, 1.0565971299139627, 1.0625403142895546, 1.066983451736471, 1.0778177267052174, 1.0581043604786897, 1.0544006041482825, 1.0733576298259861]",0.2718218207359314,0.9344354979764601,1.0668647900889963,1.1417211700532723
1700,455,"[0.9358368340594673, 0.934020130543233, 0.9489062660846632, 0.9529343244465671, 0.9377749277633085, 0.9347800491320487, 0.9402324880580417, 0.9413075052557107, 0.9484624312102268, 0.9579567984993367, 0.9515046081122139, 0.9493625266441137, 0.9391431450902233, 0.9471623731295176, 0.949467422737694, 0.9281281312240673, 0.933729524714999, 0.9413385505192187, 0.9325850882703763, 0.9265304981584276]","[1.0424689995128156, 1.0601155147629593, 1.05913334304639, 1.0680362368844785, 1.0562713673039203, 1.097657848892557, 1.0606903731007067, 1.0568541248576901, 1.059446870044111, 1.05981374226486, 1.0577773586401304, 1.0492511461756642, 1.0812453220302167, 1.0636696705326483, 1.0701989726734573, 1.042140714946087, 1.048887596237734, 1.051133275463334, 1.0513520550908246, 1.0734488416310017]",0.2881340622901917,0.9415581811826728,1.0604796687045792,1.1263028561575785
1700,505,"[0.930622281135015, 0.9410644339145593, 0.9259247989565779, 0.9273283618367371, 0.925073156573894, 0.9490323078048428, 0.9519897197054809, 0.9173035729450493, 0.9316069962127808, 0.9206151383508828, 0.9269927222112592, 0.9354063182110165, 0.9436874576981124, 0.9346735972448194, 0.9445798949924183, 0.945562072222159, 0.9449323825700902, 0.9208988362631222, 0.9340035961807861, 0.9399448817867272]","[1.0680279461387316, 1.0759084845309148, 1.0652124630390654, 1.0736805871429074, 1.0562208646844666, 1.071634664827202, 1.0760196753523696, 1.0740244916411632, 1.0666303269623036, 1.0571204700438965, 1.0638520936339204, 1.0603254015964292, 1.0620902150114755, 1.0795469703658178, 1.072901295279223, 1.067284575421309, 1.0750664265147116, 1.0677096438943945, 1.0605226086208688, 1.0736475574417157]",0.30837656259536744,0.9345621263408166,1.0683713381071445,1.1431785089454076
1700,555,"[0.9294489773592881, 0.9333246605488126, 0.9428730031015685, 0.9312993890031237, 0.9285314433081266, 0.9356497852810046, 0.9480233222800536, 0.9377253539513049, 0.9289833868919952, 0.9233627195288493, 0.9274638305013309, 0.9225144944496514, 0.9449386328870827, 0.9320660436471159, 0.9481666971278024, 0.9380293564399422, 0.9180680122070215, 0.9504534042667518, 0.940218765639421, 0.9586093221309062]","[1.0740580825337023, 1.0679801076480926, 1.0638827640623691, 1.0669007482828694, 1.0498138662411869, 1.0714511027364364, 1.0795358860127298, 1.0634626895549102, 1.06661732350828, 1.059793043522594, 1.0779399434679513, 1.0642226270075184, 1.060474739566472, 1.059544455844081, 1.0676975908397774, 1.0498666257205604, 1.066160282308703, 1.0760985939894505, 1.0647800331295172, 1.0728411138644507]",0.3217524528503418,0.9359875300275577,1.0661560809920825,1.1390708174933615
1700,605,"[0.9394876560584899, 0.9392155699962291, 0.9155725575411926, 0.9473161538236978, 0.9233296535727058, 0.9403328708435101, 0.9317180083929308, 0.9468655034157963, 0.9422901286868111, 0.956818848952273, 0.9226040660874822, 0.9347203834354597, 0.9332533495109876, 0.938487111344281, 0.9249190382003182, 0.94016184596784, 0.9367526851765171, 0.9332732553390427, 0.9391090530365536, 0.9305932962461102]","[1.0616139465764767, 1.0698383217697058, 1.0673782650969386, 1.0719953732913488, 1.0862792166950865, 1.0590728561912301, 1.062972064413119, 1.0512259176585013, 1.0563051558265577, 1.0669847018094272, 1.0681143038930165, 1.0432328784352207, 1.0642174414911583, 1.0799153300693305, 1.0538953780891622, 1.0893517400196506, 1.0700538641512911, 1.0525445281263812, 1.0771545960904865, 1.0693912098360192]",0.3423630118370056,0.9358410517814114,1.0660768544765056,1.1391644472607663
